DIRECTORIO	SECUENCIA_ENCUESTA	SECUENCIA_P	ORDEN	P6160	P8586	P6218	P8587	P8587S1	P6211	P5455	P1088	P1088S1	P6216	P5457	P5673	P5674	P6223	P1101	P5461	P5461S1	P5461S2	P5461S3	P4693	P6167	P6180	P6180S1	P6180S2	P8610	P8610S1	P8610S2	P6229	P6229S1	P8612	P8612S1	P8612S2	P6238	P8614	P8614S1	P8614S2	P6202	P781	P781S1	P781S2	P782	P783	LLAVEHOG	FEX_C
6008606	5	1	5	1	1						3	8			1		1	1		2	2	2	1	10	2			2					2				2				1	1				60086061	1229.67278677623
6008607	1	1	1	1	2		3	5																																						60086071	1298.07672822564
6008607	2	1	2	1	2	5	4	9																																						60086071	1298.07672822564
6008608	1	1	1	2	2		1																																							60086081	970.817965720862
6008608	2	1	2	1	2		3	5																																						60086081	970.817965720862
6008609	1	1	1	1	2		3	3																																						60086091	1623.81180772419
6008609	2	1	2	1	2		4	6																																						60086091	1623.81180772419
6008609	3	1	3	1	2	10	4	7																																						60086091	1623.81180772419
6008609	4	1	4	1	2	13	4	8																																						60086091	1623.81180772419
6008609	5	1	5	1	2	3	4	8																																	4					60086091	1623.81180772419
6008610	1	1	1	1	2	4	6	2	2	1																																				60086101	1496.66280974392
6008610	2	1	2	1	1						2	1			1		1	1		2	2	2	1	15	1	0	1000	2					2				2				1	1				60086101	1496.66280974392
6008611	1	1	1	1	2	4	5	11		1																																				60086111	1447.37587114768
6008611	2	1	2	1	1						3	8			1		1	1		2	2	2	1	10	2			2					2				2				1	1				60086111	1447.37587114768
6008611	3	1	3	1	1						3	7			1		1	1		2	2	2	3	30	2			2					2				2				1	1				60086111	1447.37587114768
6008611	4	1	4	1	1						3	6			1		1	1		2	2	2	1	10	2			2					2				2				1	1				60086111	1447.37587114768
6008612	1	1	1	2	2		1																																							60086121	1295.65793524011
6008612	2	1	2	1	2		3	5																																						60086121	1295.65793524011
6008612	3	1	3	1	2	10	3	5																																						60086121	1295.65793524011
6008612	4	1	4	2	2	10	1																																							60086121	1295.65793524011
6008613	1	1	1	1	2		3	4																																						60086131	1110.65979335824
6008614	1	1	1	1	2		3	1																																						60086141	1223.42607236251
6008614	2	1	2	1	2		3	5																																						60086141	1223.42607236251
6008614	3	1	3	1	1						3	8			1		1	1		2	2	2	1	15	2			2					2				2				1	2				60086141	1223.42607236251
6008615	1	1	1	1	2		5	11		1																																				60086151	1611.16086185827
6008615	2	1	2	1	2		5	11		5																																				60086151	1611.16086185827
6008615	3	1	3	1	1						2	4			1		1	1		2	2	2	1	10	1	0	2000	2					2				2				1	2				60086151	1611.16086185827
6008615	4	1	4	1	2		3	1																																						60086151	1611.16086185827
6008615	5	1	5	1	2	3	5	11		1																																				60086151	1611.16086185827
6008615	6	1	6	1	2	4	5	11		1																																				60086151	1611.16086185827
6008615	7	1	7	1	1						2	1			1		1	1		2	2	2	1	10	1	0	2000	2					2				2				1	6				60086151	1611.16086185827
6008615	8	1	8	1	1						1	3			1		1	1		2	2	2	1	10	1	0	2000	2					2				2				1	6				60086151	1611.16086185827
6008616	1	1	1	1	2		3	4																																						60086161	1096.80881693033
6008616	2	1	2	1	2		3	5																																						60086161	1096.80881693033
6008616	3	1	3	1	1						3	8			1		1	1		2	2	2	5	15	2			2					2				2				1	2				60086161	1096.80881693033
6008617	1	1	1	2	2		1																																							60086171	1110.65979335824
6008618	1	1	1	1	2		3	1																																						60086181	259.744902781945
6008618	2	1	2	2	2		1																																							60086181	259.744902781945
6008619	1	1	1	1	2		3	5																																						60086191	399.775761027043
6008619	2	1	2	1	2	3	5	11		1																																				60086191	399.775761027043
6008619	3	1	3	1	1						2	1			1		2	1		2	2	2	4	5	2			2					2				2				1	1				60086191	399.775761027043
6008620	1	1	1	1	2		3	3																																						60086201	335.991373211278
6008621	1	1	1	1	2		3	2																																						60086211	335.991373211278
6008622	1	1	1	2	2		1																																							60086221	259.744902781945
6008622	2	1	2	1	2		3	2																																						60086221	259.744902781945
6008623	1	1	1	1	2		5	11		1																																				60086231	341.35444300182
6008623	2	1	2	1	2		3	2																																						60086231	341.35444300182
6008623	3	1	3	2	1						1	1			1		2	1		2	2	2	4	5	1	0	1000	2					2				2				1	2				60086231	341.35444300182
6008624	1	1	1	1	2		3	3																																						60086241	413.294390323814
6008624	2	1	2	1	2		3	2																																						60086241	413.294390323814
6008624	3	1	3	1	2	10	3	4																																	1	1				60086241	413.294390323814
6008625	1	1	1	1	2		1																																							60086251	1654.66769988763
6008625	2	1	2	1	2	9	3	2																																						60086251	1654.66769988763
6008625	3	1	3	1	2	9	3	3																																						60086251	1654.66769988763
6008625	4	1	4	1	2	4	4	7																																						60086251	1654.66769988763
6008625	5	1	5	1	2	9	3	3																																						60086251	1654.66769988763
6008625	6	1	6	2	2	1	1																																		1	1				60086251	1654.66769988763
6008626	1	1	1	1	2	2	5	11		1																																				60086261	778.772017287695
6008626	2	1	2	1	2	4	5	10		1																																				60086261	778.772017287695
6008627	1	1	1	1	2		4	6																																						60086271	147.712201883872
6008627	2	1	2	1	2		11	5	5	1																																				60086271	147.712201883872
6008628	1	1	1	1	2		4	7																																						60086281	234.38502199516
6008628	2	1	2	1	2	10	4	6																																						60086281	234.38502199516
6008628	3	1	3	1	2	2	7	2	2	5																																				60086281	234.38502199516
6008630	1	1	1	1	2		4	9																																						60086301	992.149613554727
6008630	2	1	2	1	2		4	9																																						60086301	992.149613554727
6008630	3	1	3	1	1						3	9			1		2	1		2	2	2	4	5	2			2					2				2				1	2				60086301	992.149613554727
6008630	4	1	4	1	1						3	8			1		2	1		2	2	2	4	5	2			2					2				2				1	1				60086301	992.149613554727
6008630	5	1	5	1	1						2	5			1		2	1		2	2	2	4	5	1	0	2000	2					2				2				1	2				60086301	992.149613554727
6008631	1	1	1	2	2		1																																							60086311	147.712201883872
6008631	2	1	2	1	1						2	2			1		2	1		2	2	2	4	5	1	0	1000	2					2				2				1	1				60086311	147.712201883872
6008632	1	1	1	1	2		5	11		1																																				60086321	147.712201883872
6008633	1	1	1	1	2	10	4	6																																						60086331	396.321651905027
6008634	1	1	1	1	2		11	5	5	1																																				60086341	1743.23383926271
6008635	1	1	1	1	2		4	7																																						60086351	1954.42131781873
6008635	2	1	2	1	2		5	11		1																																				60086351	1954.42131781873
6008635	3	1	3	1	1						4	10		1	1		1	1		1	1	1	2	30	2			2					2				2				1	1				60086351	1954.42131781873
6008636	1	1	1	1	2	4	11	5	5	1																																				60086361	1366.12935753685
6008636	2	1	2	1	2	9	13	2	7	1																																				60086361	1366.12935753685
6008636	4	1	4	1	2		4	6																																						60086361	1366.12935753685
6008637	1	1	1	1	2		7	3	3	1																																				60086371	1650.29253444037
6008637	2	1	2	1	2		5	11		1																																				60086371	1650.29253444037
6008637	3	1	3	1	2	3	5	11		1																																				60086371	1650.29253444037
6008637	4	1	4	1	1						3	6			2	2	1	1		1	1	1	2	30	2			2					2				2				1	2				60086371	1650.29253444037
6008638	1	1	1	1	2		3	3																																						60086381	2358.31579783587
6008638	2	1	2	1	2		3	4																																						60086381	2358.31579783587
6008638	3	1	3	1	2	9	5	11		1																																				60086381	2358.31579783587
6008638	4	1	4	1	2	9	5	11		1																																				60086381	2358.31579783587
6008638	5	1	5	1	2	9	5	11		1																																				60086381	2358.31579783587
6008638	6	1	6	1	2	9	5	11		1																															4					60086381	2358.31579783587
6008638	7	1	7	1	1						2	5			2	2	1	1		1	1	1	2	10	2			2					2				2				1	2				60086381	2358.31579783587
6008639	1	1	1	1	2	2	11	5	5	1																																				60086391	1339.59762383852
6008640	1	1	1	1	2		4	8																																						60086401	1677.49664930958
6008641	1	1	1	1	2		4	7																																						60086411	1677.49664930958
6008642	1	1	1	1	1						7	4	4	1	1		1						4	15	2			2					2				2									60086421	1976.1610899437
6008643	1	1	1	1	2		5	11		1																																				60086431	2188.75348656294
6008643	2	1	2	1	2	3	11	5	5	1																																				60086431	2188.75348656294
6008643	3	1	3	1	1						7	4	4	1	2		1						3	30	2			2					2				2									60086431	2188.75348656294
6008643	4	1	4	1	1						3	6			1		1	1		2	2	2	4	5	2			2					2				2				1	1				60086431	2188.75348656294
6008644	1	1	1	1	2	9	5	11		1																																				60086441	2210.4932586879
6008644	2	1	2	1	1						7	3	3	1	2		1						1	30	2			2					2				2									60086441	2210.4932586879
6008645	1	1	1	1	2		4	9																																						60086451	1301.60581947163
6008645	2	1	2	1	2		4	7																																						60086451	1301.60581947163
6008645	3	1	3	1	2	2	7	3	3	1																																				60086451	1301.60581947163
6008646	1	1	1	1	1						7	3	3	1	1		1						1	30	2			2					2				2									60086461	1976.1610899437
6008648	1	1	1	1	2	9	4	9																																						60086481	2594.78119557737
6008648	2	1	2	2	1						2	1			1		1	1		2	2	2	1	15	2			2					2				2				2		2	30	2	60086481	2594.78119557737
6008649	1	1	1	1	2	9	5	11		1																																				60086491	1418.77360586487
6008649	2	1	2	1	2		4	8																																						60086491	1418.77360586487
6008660	1	1	1	1	2		3	2																																						60086601	4597.6258896968
6008660	2	1	2	1	2		4	6																																						60086601	4597.6258896968
6008660	3	1	3	1	2		5	11		1																																				60086601	4597.6258896968
6008660	4	1	4	1	2		5	11		1																																				60086601	4597.6258896968
6008660	5	1	5	1	1						7	2	1	1	2		1						3	60	2			2					2				2									60086601	4597.6258896968
6008661	1	1	1	1	1						4	11		1	1		1	4		2	2	2	4	10	2			2					2				2									60086611	5673.91806912948
6008661	2	1	2	1	1						3	8			1		1	1		2	2	2	4	10	1	0	4000	2					2				2				1	1				60086611	5673.91806912948
6008661	3	1	3	1	2	2	5	11		1																																				60086611	5673.91806912948
6008661	4	1	4	1	1						6	1	1	1	1		1						3	30	2			2					2				2									60086611	5673.91806912948
6008661	6	1	6	1	2		5	11		1																																				60086611	5673.91806912948
6008661	7	1	7	1	1						2	3			1		1	2		2	2	2	4	5	2			2					2				2				1	4				60086611	5673.91806912948
6008663	1	1	1	1	2		3	2																																						60086631	730.409005403057
6008663	2	1	2	1	2		3	1																																						60086631	730.409005403057
6008663	3	1	3	1	1						7	1	1	1	1		1						3	90	2			2					2				2									60086631	730.409005403057
6008663	4	1	4	1	2	9	7	2	2	1																																				60086631	730.409005403057
6008663	5	1	5	1	2	10	3	5																																						60086631	730.409005403057
6008663	6	1	6	1	2	16	7	2	2	2																																				60086631	730.409005403057
6008663	7	1	7	1	1						3	9			1		1	1		2	2	2	4	5	1	200	6000	2					2				2				1	2				60086631	730.409005403057
6008663	8	1	8	1	1						3	6			1		1	1		2	2	2	4	5	2			2					2				2				1	2				60086631	730.409005403057
6008664	1	1	1	1	2	4	5	11		1																																				60086641	945.622350301662
6008664	2	1	2	1	2	9	5	11		1																																				60086641	945.622350301662
6008664	3	1	3	1	1						3	8			1		1	1		2	2	2	4	15	2			2					2				2				1	1				60086641	945.622350301662
6008664	4	1	4	2	1						1	1			1		1	1		2	2	2	6	5	2			2					2				2				1	1				60086641	945.622350301662
6008664	5	1	5	2	1						1	1			1		1	1		2	2	2	1	5	2			2					2				2				1	1				60086641	945.622350301662
6008664	6	1	6	1	2		3	3																																						60086641	945.622350301662
6008665	1	1	1	1	2		4	8																																						60086651	714.256791416065
6008665	2	1	2	1	1						3	8			1		1	1		2	2	2	4	5	1	0	2000	2					2				2				1	1				60086651	714.256791416065
6008665	3	1	3	1	1						2	4			1		1	2		2	2	2	4	5	1	100	2000	2					2				2				1	1				60086651	714.256791416065
6008666	1	1	1	1	2		3	4																																						60086661	535.333553910941
6008666	2	1	2	1	2		5	11		1																																				60086661	535.333553910941
6008669	1	1	1	1	2		4	7																																						60086691	551.203956557826
6008669	2	1	2	1	2		5	11		1																																				60086691	551.203956557826
6008669	3	1	3	1	1						3	7			1		1	4		2	2	2	4	15	2			2					2				2				1	2				60086691	551.203956557826
6008669	4	1	4	1	1						3	7			1		1	4		2	2	2	4	15	2			2					2				2				1	2				60086691	551.203956557826
6008670	1	1	1	1	2		3	3																																						60086701	60.9165515113789
6008670	2	1	2	1	2		3	5																																						60086701	60.9165515113789
6008671	1	1	1	1	2		5	11		1																																				60086711	57.1558387385182
6008671	2	1	2	1	1						4	11		1	1		1	4		2	2	2	4	5	2			2					2				2				4					60086711	57.1558387385182
6008673	1	1	1	1	2		3	2																																						60086731	58.3040301433828
6008673	2	1	2	2	2		1																																							60086731	58.3040301433828
6008673	3	1	3	1	2	2	5	11		1																																				60086731	58.3040301433828
6008673	4	1	4	1	1						3	7			1		1	1		2	2	2	4	5	1	600	5000	2					2				2				1	1				60086731	58.3040301433828
6008676	1	1	1	1	2		5	11		1																																				60086761	762.047789101032
6008676	2	1	2	1	2	4	5	11		1																																				60086761	762.047789101032
