DIRECTORIO	SECUENCIA_ENCUESTA	SECUENCIA_P	NRO_ENCUESTA	ORDEN	P5095	P5100	P5120	P8692	P8692S1A1	P8692S2	P5110	P5130	P5140	P5160	P5160S1	P5160S1A1	P5160S2	P5160S2A1	LLAVEHOG	FEX_C
5000496	1	1	591	1	1		1	1	1		150000000	1000000		2					50004961	270.580785604246
5000497	1	1	591	1	3								150000	2					50004971	270.580785604246
5000498	1	1	591	1	1		1	1	1		100000000	500000		2					50004981	207.220029578964
5000499	1	1	591	1	1		1	1	1		100000000	400000		2					50004991	828.880118315855
5000500	1	1	591	1	3								250000	2					50005001	207.220029578964
5000501	1	1	591	1	3								100000	2					50005011	207.220029578964
5000503	1	1	591	1	4							200000		2					50005031	1696.80179272487
5000504	1	1	591	1	1		1	1	1		100000000	1000000		2					50005041	2018.75250055564
5000504	2	1	591	2	3								200000	2					50005042	2018.75250055564
5000506	1	1	591	1	3								500000	2					50005061	1792.29679169493
5000510	1	1	591	1	2	200000	2				50000000	200000		2					50005101	2442.6915933955
5000511	1	1	591	1	1		1	2		2	150000000	500000		2					50005111	2469.95549404016
5000513	1	1	591	1	1		1	1	1		40000000	150000		2					50005131	2484.51690055256
5000515	1	1	591	1	1		1	1	1		80000000	600000		2					50005151	2111.9377360291
5000517	1	1	591	1	4							200000		2					50005171	2343.72694937706
5000519	1	1	591	1	3								250000	2					50005191	2341.00106098334
5000520	1	1	591	1	3								350000	2					50005201	2086.90240052223
5000521	1	1	591	1	1		1	1	1		50000000	300000		2					50005211	1834.30757395414
5000522	1	1	591	1	1		1	1	1		80000000	350000		2					50005221	2747.32579799624
5000523	1	1	591	1	3								150000	2					50005231	2086.90240052223
5000524	1	1	591	1	1		2				30000000	250000		2					50005241	2487.12843612463
5000525	1	1	591	1	1		1	1	1		150000000	300000		2					50005251	2512.65622414266
5000526	1	1	591	1	1		2				50000000	400000		2					50005261	2925.22516786328
5000527	1	1	591	1	1		1	1	1		40000000	300000		2					50005271	2675.62057121512
5000532	1	1	591	1	1		2				60000000	400000		2					50005321	2240.89665249325
5000533	1	1	591	1	1		1	1	1		30000000	300000		2					50005331	2166.20119579219
5000534	1	1	591	1	1		1	1	2		50000000	300000		2					50005341	2343.72694937706
5000535	1	1	591	1	1		1	1	1		100000000	350000		2					50005351	2110.79797155745
5000536	1	1	591	1	1		2				50000000	150000		2					50005361	2415.42769275085
5000537	1	1	591	1	2	250000	1	2		2	50000000	300000		2					50005371	2545.52637368665
5000539	1	1	591	1	5							300000		2					50005391	1858.6955975005
5000540	1	1	591	1	1		1	1	1		10000000	200000		2					50005401	286.392729803236
5000541	1	1	591	1	4							200000		2					50005411	357.037388827282
5000542	1	1	591	1	1		1	1	1		40000000	240000		2					50005421	627.558403870634
5000543	1	1	591	1	1		1	1	1		40000000	300000		2					50005431	196.636670376672
5000544	1	1	591	1	1		1	1	2		120000000	600000		2					50005441	318.367690006276
5000545	1	1	591	1	1		1	2		2	50000000	350000		2					50005451	196.636670376672
5000546	1	1	591	1	3								150000	2					50005461	786.546681506688
5000547	1	1	591	1	4							250000		2					50005471	650.804919691145
5000548	1	1	591	1	1		1	2		2	30000000	250000		2					50005481	196.636670376672
5000549	1	1	591	1	3								350000	2					50005491	275.658137219804
5000550	1	1	591	1	1		1	1	1		40000000	300000		2					50005501	196.636670376672
5000552	1	1	591	1	1		1	1	1		70000000	500000		2					50005521	256.761399258696
5000553	1	1	591	1	3								500000	2					50005531	196.636670376672
5000554	1	1	591	1	1		1	1	2		60000000	400000		2					50005541	632.234722227118
5000555	1	1	591	1	1		1	1	1		120000000	450000		2					50005551	672.631501584685
5000556	1	1	591	1	1		1	1	1		50000000	400000		2					50005561	514.292978196497
5000557	1	1	591	1	1		2				100000000	800000		2					50005571	628.078681266725
5000558	1	1	591	1	3								700000	2					50005581	330.150322971357
5000559	1	1	591	1	3								600000	2					50005591	196.636670376672
5000560	1	1	591	1	3								400000	2					50005601	330.150322971357
5000563	1	1	591	1	1		1	3			150000000	700000		2					50005631	316.168491831431
5000564	1	1	591	1	4							400000		2					50005641	330.150322971357
5000565	1	1	591	1	4							300000		2					50005651	786.546681506688
5000566	1	1	591	1	3								150000	1	1	150000	2		50005661	283.079554368901
5000567	1	1	591	1	3								700000	2					50005671	374.703143289317
5000568	1	1	591	1	1		1	1	1		250000000	700000		2					50005681	256.761399258696
5000569	1	1	591	1	4							700000		2					50005691	260.917440219089
5000570	1	1	591	1	1		1	1	1		120000	500000		2					50005701	385.965498858306
5000571	1	1	591	1	1		1	1	1		80000000	400000		2					50005711	196.636670376672
5000572	1	1	591	1	1		1	2		2	60000000	350000		2					50005721	196.636670376672
5000573	1	1	591	1	1		1	1	2		130000	480000		2					50005731	196.636670376672
5000575	1	1	591	1	3								200000	2					50005751	196.636670376672
5000576	1	1	591	1	1		1	1	2		200000000	1000000		2					50005761	196.636670376672
5000579	1	1	591	1	3								525000	2					50005791	1716.05145685966
5000580	1	1	591	1	4							450000		2					50005801	1850.94602152292
5000583	1	1	591	1	1		1	1	1		220000000	1100000		2					50005831	1604.25219763576
5000584	1	1	591	1	1		1	1	2		180000000	900000		2					50005841	1716.05145685966
5000590	1	1	591	1	1		1	1	1		300000000	800000		2					50005901	2029.94052957742
5000591	1	1	591	1	3								380000	2					50005911	1783.24670569026
5000598	1	1	591	1	1		1	1	2		80000000	300000		2					50005981	229.615396081507
5000600	1	1	591	1	4							250000		2					50006001	185.323459596296
5000601	1	1	591	1	4							300000		2					50006011	237.924625488127
5000602	1	1	591	1	3								250000	2					50006021	276.773602758618
5000604	1	1	591	1	3								300000	2					50006041	210.96105239707
5000610	1	1	591	1	3								250000	2					50006101	254.414663918647
5000611	1	1	591	1	1		2				99	600000		2					50006111	404.100148975822
5000612	1	1	591	1	1		1	3			99	500000		2					50006121	570.100322432834
5000613	1	1	591	1	3								450000	2					50006131	647.762863001346
5000614	1	1	591	1	1		1	3			60000000	300000		2					50006141	662.590595040444
5000616	1	1	591	1	2	250000	2				90000000	350000		2					50006161	649.405556222835
5000617	1	1	591	1	1		2				20000000	200000		2					50006171	121.577463244068
5000618	1	1	591	1	4							150000		2					50006181	109.806070409408
5000620	1	1	591	1	3								750000	2					50006201	176.431506013911
5000621	1	1	591	1	3								250000	2					50006211	152.472765137301
5000622	1	1	591	1	3								300000	2					50006221	504.38043014021
5000623	1	1	591	1	4							300000		2					50006231	162.027348510659
5000624	1	1	591	1	5							250000		2					50006241	482.996799962505
5000625	1	1	591	1	3								250000	2					50006251	592.768706525471
5000626	1	1	591	1	3								250000	2					50006261	670.919036012456
5000627	1	1	591	1	4							280000		2					50006271	124.830214843221
5000629	1	1	591	1	3								250000	2					50006291	76.9943950506422
5000630	1	1	591	1	4							100000		2					50006301	123.224833554001
5000631	1	1	591	1	3								450000	2					50006311	504.38043014021
5000632	1	1	591	1	3								250000	2					50006321	156.296825639074
5000634	1	1	591	1	1		1	1	1		90000000	350000		2					50006341	556.470128041687
5000635	1	1	591	1	3								300000	2					50006351	483.962082605313
5000636	1	1	591	1	1		1	1	1		85000000	350000		2					50006361	504.38043014021
5000637	1	1	591	1	1		1	1	1		60000	320000		2					50006371	668.320095358035
5000639	1	1	591	1	1		1	1	1		140000000	200000		2					50006391	92.1428236192505
5000640	1	1	591	1	1		1	1	1		600000000	400000		2					50006401	144.191139557766
5000641	1	1	591	1	3								300000	2					50006411	131.556766747991
5000642	1	1	591	1	3								440000	2					50006421	164.578451218609
5000643	1	1	591	1	3								450000	2					50006431	489.889484706662
5000644	1	1	591	1	3								350000	2					50006441	596.925487522349
5000645	1	1	591	1	1		1	1	2		70000	250000		2					50006451	504.38043014021
5000646	1	1	591	1	1		1	1	1		150000000	380000		2					50006461	558.943477736352
5000647	1	1	591	1	3								300000	2					50006471	599.450710250068
5000648	1	1	591	1	1		1	2		2	99	400000		2					50006481	482.996799962505
5000649	1	1	591	1	1		1	2		2	100000000	400000		2					50006491	563.88303319677
5000650	1	1	591	1	3								350000	2					50006501	519.295378446289
5000652	1	1	591	1	4							80000		2					50006521	164.578451218609
5000653	1	1	591	1	3								300000	2					50006531	622.925180416956
5000654	1	1	591	1	1		1	1	1		80000000	500000		2					50006541	544.028529430273
5000657	1	1	591	1	1		1	1	2		140000000	600000		2					50006571	592.768706525471
5000658	1	1	591	1	4							400000		2					50006581	371.24020282951
5000659	1	1	591	1	1		1	2		2	70000000	300000		2					50006591	516.301808340699
5000660	1	1	591	1	3								150000	2					50006601	604.660711304598
5000661	1	1	591	1	3								480000	2					50006611	596.638447742676
5000662	1	1	591	1	3								340000	2					50006621	604.660711304598
5000663	1	1	591	1	1		1	1	1		10000000	500000		2					50006631	471.520483993898
5000664	1	1	591	1	4							800000		2					50006641	177.258496514283
5000665	1	1	591	1	1		1	1	1		150000000	600000		2					50006651	142.477662353503
5000666	1	1	591	1	1		1	3			20000000	200000		2					50006661	123.352457940866
5000667	1	1	591	1	3								580000	2					50006671	245.82086483667
5000668	1	1	591	1	3								350000	2					50006681	166.248729384316
5000669	1	1	591	1	1		1	2		2	200000000	500000		2					50006691	186.591763866549
5000669	2	1	591	2	5							200000		2					50006692	186.591763866549
5000670	1	1	591	1	4							200000		2					50006701	166.248729384316
5000671	1	1	591	1	3								350000	2					50006711	227.170451186312
5000672	1	1	591	1	3								350000	2					50006721	227.404075963595
5000673	1	1	591	1	3								350000	2					50006731	194.066116803234
5000674	1	1	591	1	3								520000	2					50006741	177.834491784687
5000675	1	1	591	1	3								600000	2					50006751	241.186436916658
5000676	1	1	591	1	1		1	1	2		180000000	450000		2					50006761	191.813621755128
5000679	1	1	591	1	3								300000	2					50006791	177.834491784687
5000680	1	1	591	1	3								350000	2					50006801	175.006001466177
5000681	1	1	591	1	3								380000	2					50006811	233.092485402425
5000682	1	1	591	1	1		1	2		2	50000000	300000		2					50006821	188.844258914654
5000683	1	1	591	1	1		1	2		4	50000000	200000		1	2		1	2000000	50006831	206.901128223887
5000684	1	1	591	1	3								450000	2					50006841	210.362830897361
5000686	1	1	591	1	3								300000	2					50006861	197.117801094985
5000688	1	1	591	1	3								450000	2					50006881	221.948593297732
5000689	1	1	591	1	1		2				150000000	600000		2					50006891	181.304816902388
5000690	1	1	591	1	1		1	1	1		150000000	400000		2					50006901	196.38370092692
5000691	1	1	591	1	3								300000	2					50006911	190.056652175032
5000692	1	1	591	1	3								500000	2					50006921	177.834491784687
5000693	1	1	591	1	1		1	1	2		250000000	450000		2					50006931	182.254072069621
5000694	1	1	591	1	1		1	1	1		80000000	300000		2					50006941	130.891899953132
5000695	1	1	591	1	4							300000		2					50006951	241.811400208468
5000696	1	1	591	1	1		1	1	1		150000000	350000		2					50006961	177.834491784687
5000697	1	1	591	1	1		1	1	1		200000000	500000		2					50006971	188.844258914654
5000698	1	1	591	1	3								290000	2					50006981	142.069109551584
5000699	1	1	591	1	3								340000	2					50006991	221.457224166016
5000700	1	1	591	1	3								350000	2					50007001	265.487070246839
5000701	1	1	591	1	3								400000	2					50007011	261.964752341964
5000702	1	1	591	1	3								230000	2					50007021	238.86542933725
5000703	1	1	591	1	3								100000	2					50007031	252.017920452679
5000706	1	1	591	1	1		1	1	1		14000000	150000		2					50007061	221.881048727473
5000707	1	1	591	1	3								140000	2					50007071	221.881048727473
5000708	1	1	591	1	2	300000	1	2		2	25000000	130000		2					50007081	244.55654717073
5000711	1	1	591	1	3								100000	2					50007111	282.532430714824
5000714	1	1	591	1	1		2				40000000	250000		2					50007141	110.012104794806
5000715	1	1	591	1	1		1	1	2		100000000	400000		2					50007151	47.5770746764342
5000716	1	1	591	1	1		1	1	4		2000000	100000		2					50007161	71.3660322484896
5000717	1	1	591	1	3								220000	2					50007171	137.42975377596
5000719	1	1	591	1	1		1	1	2		40000000	400000		2					50007191	112.956071021451
5000720	1	1	591	1	3								200000	2					50007201	246.51624523661
5000723	1	1	591	1	5							200000		2					50007231	104.23847040254
5000724	1	1	591	1	1		1	1	2		300000000	700000		2					50007241	104.23847040254
5000725	1	1	591	1	4							100000		2					50007251	171.311268307234
5000726	1	1	591	1	4							50000		2					50007261	104.23847040254
5000726	2	1	591	2	4							50000		2					50007262	104.23847040254
5000727	1	1	591	1	1		1	2		2	30000000	500000		2					50007271	171.311268307234
5000728	1	1	591	1	4							400000		2					50007281	154.813632361665
5000729	1	1	591	1	4							150000		2					50007291	106.297270932497
5000730	1	1	591	1	1		1	1	1		40000000	200000		2					50007301	106.297270932497
5000731	1	1	591	1	1		1	2		2	150000000	500000		2					50007311	104.23847040254
5000732	1	1	591	1	1		1	1	1		12000000	200000		2					50007321	157.882072845999
5000733	1	1	591	1	5							300000		2					50007331	213.021100654544
5000734	1	1	591	1	1		1	3			170000000	600000		2					50007341	146.591489410193
5000735	1	1	591	1	4							600000		2					50007351	171.311268307234
5000736	1	1	591	1	1		2				80000000	150000		2					50007361	171.311268307234
5000737	1	1	591	1	1		1	1	1		1000000	150000		2					50007371	191.1377364922
5000738	1	1	591	1	1		1	1	1		350000000	150000		2					50007381	193.72764603467
5000739	1	1	591	1	1		1	3			100000000	250000		2					50007391	193.72764603467
5000740	1	1	591	1	1		1	1	2		28000000	500000		2					50007401	157.882072845999
5000741	1	1	591	1	5							300000		2					50007411	135.465695118563
5000742	1	1	591	1	3								930000	2					50007421	104.23847040254
5000743	1	1	591	1	2	340000	1	2		2	140000000	500000		2					50007431	213.021100654544
5000745	1	1	591	1	3								200000	2					50007451	403.171247349564
5000747	1	1	591	1	3								200000	2					50007471	499.324157591332
5000753	1	1	591	1	3								300000	2					50007531	424.798781352448
5000755	1	1	591	1	3								250000	2					50007551	331.528719990135
5000756	1	1	591	1	3								150000	2					50007561	535.648481179832
5000757	1	1	591	1	3								200000	2					50007571	440.555749999121
5000760	1	1	591	1	1		2				50000000	200000		2					50007601	339.234183713433
5000764	1	1	591	1	1		1	1	2		230000000	2000000		2					50007641	190.893671203455
5000769	1	1	591	1	1		1	1	1		60000000	400000		2					50007691	297.404865509658
5000770	1	1	591	1	1		2				70000000	350000		2					50007701	228.543240193651
5000771	1	1	591	1	3								150000	2					50007711	447.846599805897
5000775	1	1	591	1	3								50000	2					50007751	141.247507176408
5000776	1	1	591	1	1		2				15000000	200000		2					50007761	159.27023617954
5000777	1	1	591	1	5							300000		2					50007771	105.904741630205
5000778	1	1	591	1	1		1	1	1		30000000	200000		2					50007781	81.3300735877217
5000779	1	1	591	1	1		1	3			40000000	250000		1	2		1	2800000	50007791	81.3300735877217
5000780	1	1	591	1	3								100000	2					50007801	150.321742069835
5000781	1	1	591	1	3								120000	2					50007811	176.034588225723
5000782	1	1	591	1	5							99		2					50007821	173.868845258001
5000783	1	1	591	1	1		1	1	2		15000000	100000		2					50007831	166.923995131595
5000784	1	1	591	1	2	200000	2				40000000	250000		2					50007841	127.417979088473
5000785	1	1	591	1	1		1	1	1		60000000	300000		2					50007851	81.3300735877217
5000786	1	1	591	1	1		1	1	2		30000000	200000		2					50007861	97.3706379354792
5000787	1	1	591	1	1		1	1	1		15000000	100000		2					50007871	114.306425898684
5000788	1	1	591	1	4							100000		2					50007881	166.923995131595
5000789	1	1	591	1	4							100000		2					50007891	136.5285721826
5000790	1	1	591	1	3								250000	2					50007901	115.500372180267
5000791	1	1	591	1	1		2				30000000	200000		2					50007911	115.500372180267
5000792	1	1	591	1	1		1	1	1		4000000	300000		2					50007921	81.3300735877217
5000793	1	1	591	1	1		1	1	1		50000000	300000		2					50007931	115.500372180267
5000794	1	1	591	1	1		1	1	1		150000000	300000		2					50007941	164.849704107341
5000795	1	1	591	1	4							150000		2					50007951	204.63416130914
5000796	1	1	591	1	1		1	1	1		60000000	250000		2					50007961	116.209281005915
5000800	1	1	591	1	1		2				10000000	80000		2					50008001	280.387101605312
5000802	1	1	591	1	4							350000		2					50008021	116.209281005915
5000804	1	1	591	1	4							300000		2					50008041	181.694040127078
5000807	1	1	591	1	1		1	1	1		20000000	150000		2					50008071	140.538598350759
5000808	1	1	591	1	4							180000		2					50008081	144.530412930656
5000809	1	1	591	1	4							100000		2					50008091	173.868845258001
5000812	1	1	591	1	1		1	1	1		5000000	50000		2					50008121	395.290260779003
5000814	1	1	591	1	1		1	1	1		5000000	150000		2					50008141	379.459621805643
5000816	1	1	591	1	1		1	1	1		10000000	100000		2					50008161	590.975271229318
5000817	1	1	591	1	5							30000		2					50008171	666.984492362052
5000818	1	1	591	1	1		1	1	1		10000000	1000000		2					50008181	226.496688450004
5000819	1	1	591	1	5							50000		2					50008191	533.827961970704
5000820	1	1	591	1	5							50000		2					50008201	503.036447545688
5000825	1	1	591	1	1		1	1	2		40000000	150000		2					50008251	108.579336018037
5000826	1	1	591	1	4							200000		2					50008261	223.945297598986
5000828	1	1	591	1	3								20000	2					50008281	221.2000561702
5000829	1	1	591	1	3								100000	2					50008291	173.868845258001
5000830	1	1	591	1	4							130000		2					50008301	115.500372180267
5000831	1	1	591	1	3								100000	2					50008311	173.868845258001
5000832	1	1	591	1	1		2				30000000	150000		2					50008321	109.26443087951
5000833	1	1	591	1	3								200000	2					50008331	173.868845258001
5000834	1	1	591	1	4							30000		2					50008341	363.611594835979
5000835	1	1	591	1	1		2				4000000	40000		2					50008351	149.22770195353
5000836	1	1	591	1	4							100000		2					50008361	289.894341091643
5000839	1	1	591	1	1		2				17000000	40000		2					50008391	268.807838593288
